1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
-viszonylat mögött -
viszonylat viszonylat FN.none
viszonylat viszonylat FN.none
viszonylat viszonylat FN.none
-politika jelenlétét fedezi
politika politika FN.gen
politika politika FN.gen
politika politika FN.gen


568: Lelkét , idegeit tönkreteszik az izgalmak . # #
-izgalmak . #
izgalmak izgalom FN.PL.nom
izgalmak izgalom FN.PL.nom
izgalmak izgalom FN.PL.nom


569: Ezekre az összekeveredett árnyakra rakódtak később az évszámok . # #
-összekeveredett árnyakra rakódtak
összekeveredett összekeveredik IK.IGE._MIB.none
összekeveredett összekeveredik IK.IGE._MIB.none
összekeveredett összekeveredik IK.IGE._MIB.none
-évszámok . #
évszámok évszám FN.PL.nom
évszámok évszám FN.PL.nom
évszámok évszám FN.PL.nom


570: Klárika , az igazgató elvtárs nem telefonált ? # #
-Klárika , az
Klárika Klárika FN.vok
Klárika Klárika FN.vok
Klárika Klárika FN.suff
-igazgató elvtárs nem
igazgató igazgató FN.xne
igazgató igazgató FN.xne
igazgató igazgató FN.suff
-elvtárs nem telefonált
elvtárs elvtárs FN.nom
elvtárs elvtárs FN.nom
elvtárs elvtárs FN.nom


571: Íratott az Úr 1996. évében , Jacob_Sprenger által . # #
-Úr 1996. évében
Úr úr FN.gen
Úr úr FN.gen
Úr úr FN.gen
-1996. évében ,
1996. 1996. MN.none
1996. 1996. MN.defnone
1996. 1996. MN.defnone
-Jacob_Sprenger által .
Jacob_Sprenger Sprenger TULN.none
Jacob_Sprenger Sprenger TULN.none
Jacob_Sprenger Sprenger TULN.none


572: Pongyolája közben combja közepéig húzódott . # #
-Pongyolája közben combja
Pongyolája pongyola FN.PSe3.postag_error
Pongyolája pongyola FN.PSe3.postag_error
Pongyolája pongyola FN.PSe3.none
-combja közepéig húzódott
combja comb FN.PSe3.gen
combja comb FN.PSe3.gen
combja comb FN.PSe3.gen


573: A vadlibák leplezetlen irigységgel nézték a nem mindennapi táskatartót . # #
-vadlibák leplezetlen irigységgel
vadlibák vadliba FN.PL.nom
vadlibák vadliba FN.PL.suff
vadlibák vadliba FN.PL.suff
-leplezetlen irigységgel nézték
leplezetlen leplezetlen MN.none
leplezetlen leplezetlen MN.none
leplezetlen leplezetlen MN.none
-nem mindennapi táskatartót
nem nem FN.postag_error
nem nem FN.postag_error
nem nem FN.suff
-mindennapi táskatartót .
mindennapi mindennapi MN.none
mindennapi mindennapi MN.none
mindennapi mindennapi MN.none


574. Rehák könnyed melegítőben és egy vadító színekben pompázó konyhakötényben parádézott előttük . # #
-Rehák könnyed melegítőben
Rehák Rehák TULN.nom
Rehák Rehák TULN.suff
Rehák Rehák TULN.suff
-könnyed melegítőben és
könnyed könnyed MN.none
könnyed könnyed MN.defnone
könnyed könnyed MN.defnone
-egy vadító színekben
egy egy SZN.postag_error
egy egy SZN.postag_error
egy egy SZN.defnone
-vadító színekben pompázó
vadító vadít IGE._OKEP.none
vadító vadít IGE._OKEP.none
vadító vadít IGE._OKEP.defnone
-pompázó konyhakötényben parádézott
pompázó pompázik IGE._OKEP.none
pompázó pompázik IGE._OKEP.none
pompázó pompázik IGE._OKEP.none


575: Levelek_egy_tanító_ifjúhoz című kötetét először Budapesten adták ki 1892-ben . # #
-Levelek_egy_tanító_ifjúhoz című kötetét
Levelek_egy_tanító_ifjúhoz Levelek_egy_tanító_ifjúhoz FN.postag_error
Levelek_egy_tanító_ifjúhoz Levelek_egy_tanító_ifjúhoz FN.postag_error
Levelek_egy_tanító_ifjúhoz Levelek FN.none
-című kötetét először
című című MN.none
című című MN.defnone
című című MN.defnone


576: - Én is ! - mondta Mi sárkány . # #
-Én is !
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
-Mi sárkány .
Mi mi|ami TULN.xne|TULN.xne
Mi mi|ami TULN.xne|TULN.xne
Mi mi|ami FN_NM.nom|FN_NM.nom
-sárkány . #
sárkány sárkány FN.nom
sárkány sárkány FN.nom
sárkány sárkány FN.nom


577: Január végén beállt a víz . # #
-Január végén beállt
Január január FN.gen
Január január FN.gen
Január január FN.gen
-víz . #
víz víz FN.nom
víz víz FN.nom
víz víz FN.nom


578: A többiek is megtanulhatnak egy-két trükköt ! " # #
-többiek is megtanulhatnak
többiek többi MN_NM.PL.nom
többiek többi MN_NM.PL.nom
többiek többi MN_NM.PL.nom
-egy-két trükköt !
egy-két egy-két SZN.none
egy-két egy-két SZN.none
egy-két egy-két SZN.none


579: Nekünk ez kell . # #
-ez kell .
ez ez DET_NM.nom
ez ez DET_NM.nom
ez ez DET_NM.nom


580: Volt idő , amikor még Keszthelyre is utánam hozták az ebédet ... # #
-Volt idő ,
Volt volt FN.postag_error
Volt volt FN.postag_error
Volt volt FN.suff
-idő , amikor
idő idő FN.nom
idő idő FN.nom
idő idő FN.suff


581: aki fölperzselte az önök gazdag és virágzó faluját . # #
-aki fölperzselte az
aki aki FN_NM.nom
aki aki FN_NM.nom
aki aki FN_NM.nom
-önök gazdag és
önök ön FN_NM.PL.gen
önök ön FN_NM.PL.suff
önök ön FN_NM.PL.suff
-gazdag és virágzó
gazdag gazdag MN.none
gazdag gazdag MN.defnone
gazdag gazdag MN.defnone
-virágzó faluját .
virágzó virágzó MN.none
virágzó virágzó MN.none
virágzó virágzó MN.none


582: Fönt , a magasba nyújtózó ágak közt méhek , darazsak donganak körül . # #
-nyújtózó ágak közt
nyújtózó nyújtózik IGE._OKEP.none
nyújtózó nyújtózik IGE._OKEP.none
nyújtózó nyújtózik IGE._OKEP.defnone
-ágak közt méhek
ágak ág FN.PL.none
ágak ág FN.PL.none
ágak ág FN.PL.none
-méhek , darazsak
méhek méh FN.PL.nom
méhek méh FN.PL.suff
méhek méh FN.PL.suff
-darazsak donganak körül
darazsak darázs FN.PL.nom
darazsak darázs FN.PL.nom
darazsak darázs FN.PL.nom


583: A berneceiek szerint a Luca-napi kenyerek szénné változtak . # #
-A berneceiek szerint
A a|A FN.nom|FN.postag_error
A a|A FN.nom|FN.postag_error
A a|A FN.nom|FN.nom
-berneceiek szerint a
berneceiek bernecei MN.PL.none
berneceiek bernecei MN.PL.none
berneceiek bernecei MN.PL.none
-Luca-napi kenyerek szénné
Luca-napi Luca-napi MN.none
Luca-napi Luca-napi MN.defnone
Luca-napi Luca-napi MN.defnone
-kenyerek szénné változtak
kenyerek kenyér FN.PL.nom
kenyerek kenyér FN.PL.nom
kenyerek kenyér FN.PL.nom


584: Franciaországban már valamivel jobban mentek dolgaim . #
-dolgaim . #
dolgaim dolog FN.PSe1i.nom
dolgaim dolog FN.PSe1i.nom
dolgaim dolog FN.PSe1i.nom


585: Szegény megfáradt munkás , tanár vagy családanya hiába igyekszik magába szívni egy kis csendet , jó levegőt ... # #
-Szegény megfáradt munkás
Szegény szegény MN.none
Szegény szegény MN.defnone
Szegény szegény MN.defnone
-megfáradt munkás ,
megfáradt megfárad IK.IGE._MIB.none
megfáradt megfárad IK.IGE._MIB.defnone
megfáradt megfárad IK.IGE._MIB.defnone
-munkás , tanár
munkás munkás FN.nom
munkás munkás FN.suff
munkás munkás FN.suff
-tanár vagy családanya
tanár tanár FN.nom
tanár tanár FN.suff
tanár tanár FN.suff
-családanya hiába igyekszik
családanya családanya FN.nom
családanya családanya FN.nom
családanya családanya FN.nom
-egy kis csendet
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-kis csendet ,
kis kis MN.none
kis kis MN.defnone
kis kis MN.defnone
-jó levegőt ...
jó jó MN.none
jó jó MN.none
jó jó MN.none


586: A bombák és a rakéták telítettségi fokán új korlátok keletkeztek . # #
-bombák és a
bombák bomba FN.PL.gen
bombák bomba FN.PL.suff
bombák bomba FN.PL.suff
-rakéták telítettségi fokán
rakéták rakéta FN.PL.gen
rakéták rakéta FN.PL.gen
rakéták rakéta FN.PL.gen
-telítettségi fokán új
telítettségi telítettségi MN.none
telítettségi telítettségi MN.defnone
telítettségi telítettségi MN.defnone
-új korlátok keletkeztek
új új MN.none
új új MN.none
új új MN.none
-korlátok keletkeztek .
korlátok korlát FN.PL.nom
korlátok korlát FN.PL.nom
korlátok korlát FN.PL.nom


587: Helyében , bizonyisten , én is hümmögnék . # #
-bizonyisten , én
bizonyisten bizonyisten HA.NOM
bizonyisten bizonyisten HA.NOM
bizonyisten bizonyisten HA.NOM
-én is hümmögnék
én én FN_NM.e1.nom
én én FN_NM.e1.nom
én én FN_NM.e1.nom


588: ha csak mozi után nem csavarogtunk még egy kicsit a zámolyi szőlőhegyen vagy a bauxitbánya vöröslő meddőhányói között . # #
-mozi után nem
mozi mozi FN.none
mozi mozi FN.none
mozi mozi FN.none
-egy kicsit a
egy egy SZN.none
egy egy SZN.defnone
egy egy SZN.none
-zámolyi szőlőhegyen vagy
zámolyi zámolyi MN.none
zámolyi zámolyi MN.defnone
zámolyi zámolyi MN.defnone
-bauxitbánya vöröslő meddőhányói
bauxitbánya bauxitbánya FN.gen
bauxitbánya bauxitbánya FN.gen
bauxitbánya bauxitbánya FN.suff
-vöröslő meddőhányói között
vöröslő vöröslik IGE._OKEP.none
vöröslő vöröslik IGE._OKEP.none
vöröslő vöröslik IGE._OKEP.defnone
-meddőhányói között .
meddőhányói meddőhányó FN.PSe3i.none
meddőhányói meddőhányó FN.PSe3i.none
meddőhányói meddőhányó FN.PSe3i.none


589: A napfény diszkréten megcsillan könyveim gerincén . # #
-napfény diszkréten megcsillan
napfény napfény FN.nom
napfény napfény FN.nom
napfény napfény FN.nom
-könyveim gerincén .
könyveim könyv FN.PSe1i.gen
könyveim könyv FN.PSe1i.gen
könyveim könyv FN.PSe1i.gen


590: Itt húzta meg magát a fiam szobájában . # #
-fiam szobájában .
fiam fiú|fia FN.PSe1.gen|FN.PSe1.gen
fiam fiú|fia FN.PSe1.gen|FN.PSe1.gen
fiam fiú|fia FN.PSe1.gen|FN.PSe1.gen


591: Levendel az alkoholizmust , az öngyilkosok fenyegető kísértet-számát , a hetvenezer légzésrokkantat , az öregek elhanyagolt helyzetét ugyanolyan súlyos gondnak tekinti ma , mint a két világháború közti népi írók a földnélküliek nyomorúságát . # #
-öngyilkosok fenyegető kísértet-számát
öngyilkosok öngyilkos FN.PL.gen
öngyilkosok öngyilkos FN.PL.gen
öngyilkosok öngyilkos FN.PL.suff
-fenyegető kísértet-számát ,
fenyegető fenyeget IGE._OKEP.none
fenyegető fenyeget IGE._OKEP.defnone
fenyegető fenyeget IGE._OKEP.defnone
-hetvenezer légzésrokkantat ,
hetvenezer hetvenezer SZN.none
hetvenezer hetvenezer SZN.none
hetvenezer hetvenezer SZN.none
-öregek elhanyagolt helyzetét
öregek öreg MN.PL.gen
öregek öreg MN.PL.gen
öregek öreg MN.PL.gen
-elhanyagolt helyzetét ugyanolyan
elhanyagolt elhanyagol IK.IGE._MIB.none
elhanyagolt elhanyagol IK.IGE._MIB.none
elhanyagolt elhanyagol IK.IGE._MIB.none
-ugyanolyan súlyos gondnak
ugyanolyan ugyanolyan MN_NM.none
ugyanolyan ugyanolyan MN_NM.defnone
ugyanolyan ugyanolyan MN_NM.defnone
-súlyos gondnak tekinti
súlyos súlyos MN.none
súlyos súlyos MN.none
súlyos súlyos MN.none
-két világháború közti
két két SZN.none
két két SZN.none
két két SZN.none
-világháború közti népi
világháború világháború FN.none
világháború világháború FN.none
világháború világháború FN.none
-közti népi írók
közti közti MN.none
közti közti MN.defnone
közti közti MN.defnone
-népi írók a
népi népi MN.none
népi népi MN.none
népi népi MN.none
-írók a földnélküliek
írók író FN.PL.nom
írók író FN.PL.nom
írók író FN.PL.nom
-földnélküliek nyomorúságát .
földnélküliek földnélküli MN.PL.gen
földnélküliek földnélküli MN.PL.gen
földnélküliek földnélküli MN.PL.gen


592: LASSAN FOROG A KERÉK # #
- KERÉK #
KERÉK Kerék|kerék FN.nom|FN.nom
KERÉK Kerék|kerék FN.nom|FN.nom
KERÉK Kerék|kerék FN.nom|FN.nom


593: feltűnést keltett az átdolgozott cégtábla . # #
-átdolgozott cégtábla .
átdolgozott átdolgozik IK.IGE._MIB.none
átdolgozott átdolgozik IK.IGE._MIB.none
átdolgozott átdolgozik IK.IGE._MIB.none
-cégtábla . #
cégtábla cégtábla FN.nom
cégtábla cégtábla FN.nom
cégtábla cégtábla FN.nom


594: Tanulmányokat írt az újabb robbanóanyagokról és a fémek kolloidális állapotáról is . # #
-újabb robbanóanyagokról és
újabb új MN._FOK.none
újabb új MN._FOK.defnone
újabb új MN._FOK.defnone
-fémek kolloidális állapotáról
fémek fém FN.PL.gen
fémek fém FN.PL.gen
fémek fém FN.PL.gen
-kolloidális állapotáról is
kolloidális kolloidális MN.none
kolloidális kolloidális MN.none
kolloidális kolloidális MN.none


595: A fokföldi külügyminiszter ma nem vacsorázik . # #
-fokföldi külügyminiszter ma
fokföldi fokföldi MN.none
fokföldi fokföldi MN.defnone
fokföldi fokföldi MN.defnone
-külügyminiszter ma nem
külügyminiszter külügyminiszter FN.nom
külügyminiszter külügyminiszter FN.suff
külügyminiszter külügyminiszter FN.suff


596: Mégis , mintha Ferkóolaj és csípős lószag támadna egy pillanatra . # #
-csípős lószag támadna
csípős csípős MN.none
csípős csípős MN.none
csípős csípős MN.none
-lószag támadna egy
lószag lószag FN.nom
lószag lószag FN.nom
lószag lószag FN.nom
-egy pillanatra .
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none


597: Mindezt talán piarista neveltetésének is köszönhette . # #
-piarista neveltetésének is
piarista piarista MN.none
piarista piarista MN.defnone
piarista piarista MN.none


598: A halottakat a helybéli ágostai hitvallású iskolamester , Tanóczi_Tamás temeti el . # #
-helybéli ágostai hitvallású
helybéli helybéli MN.none
helybéli helybéli MN.defnone
helybéli helybéli MN.defnone
-ágostai hitvallású iskolamester
ágostai ágostai MN.none
ágostai ágostai MN.defnone
ágostai ágostai MN.defnone
-hitvallású iskolamester ,
hitvallású hitvallású MN.none
hitvallású hitvallású MN.defnone
hitvallású hitvallású MN.defnone
-iskolamester , Tanóczi_Tamás
iskolamester iskolamester FN.nom
iskolamester iskolamester FN.suff
iskolamester iskolamester FN.suff
-Tanóczi_Tamás temeti el
Tanóczi_Tamás Tamás TULN.nom
Tanóczi_Tamás Tamás TULN.nom
Tanóczi_Tamás Tamás TULN.nom


599: Aztán miért érdemelnék meg , mi ? # #
-mi ? #
mi mi FN_NM.t1.postag_error
mi mi FN_NM.t1.postag_error
mi mi FN_NM.t1.nom


600: Adtuk vérünk mindenféle háborúban , osztálykülönbözőségben vívott csatákban . # #
-vérünk mindenféle háborúban
vérünk vér FN.PSt1.postag_error
vérünk vér FN.PSt1.postag_error
vérünk vér FN.PSt1.suff
-mindenféle háborúban ,
mindenféle mindenféle MN.none
mindenféle mindenféle MN.defnone
mindenféle mindenféle MN.defnone
-vívott csatákban .
vívott vív IGE._MIB.none
vívott vív IGE._MIB.none
vívott vív IGE._MIB.none


601: Álmában akarta meglepni a mit sem sejtő népet . # #
-sejtő népet .
sejtő sejt IGE._OKEP.none
sejtő sejt IGE._OKEP.none
sejtő sejt IGE._OKEP.none


602: És egy boszorkányra gyanakszom ! # #
-egy boszorkányra gyanakszom
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none


603: Mária egy igazságtalanul elcsattanó apai pofon után megpróbált szakítani ezzel a paraszti nehézkességgel . # #
-Mária egy igazságtalanul
Mária Mária FN.nom
Mária Mária FN.suff
Mária Mária FN.suff
-egy igazságtalanul elcsattanó
egy egy SZN.none
egy egy SZN.none
egy egy SZN.defnone
-elcsattanó apai pofon
elcsattanó elcsattan IK.IGE._OKEP.none
elcsattanó elcsattan IK.IGE._OKEP.defnone
elcsattanó elcsattan IK.IGE._OKEP.defnone
-apai pofon után
apai apai MN.none
apai apai MN.none
apai apai MN.defnone
-pofon után megpróbált
pofon pofon FN.none
pofon pofon FN.none
pofon pofon FN.none
-paraszti nehézkességgel .
paraszti paraszti MN.none
paraszti paraszti MN.none
paraszti paraszti MN.none


604: Anyám vizsla szemmel méreget mostanában . # #
-Anyám vizsla szemmel
Anyám anya FN.PSe1.nom
Anyám anya FN.PSe1.suff
Anyám anya FN.PSe1.suff
-vizsla szemmel méreget
vizsla vizsla MN.none
vizsla vizsla MN.none
vizsla vizsla MN.none


605: Ennek az elképzelt világnak a képe villant fel egy kis időre ! # #
-elképzelt világnak a
elképzelt elképzel IK.IGE._MIB.none
elképzelt elképzel IK.IGE._MIB.defnone
elképzelt elképzel IK.IGE._MIB.none
-képe villant fel
képe kép FN.PSe3.nom
képe kép FN.PSe3.nom
képe kép FN.PSe3.nom
-egy kis időre
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-kis időre !
kis kis MN.none
kis kis MN.none
kis kis MN.none


606: Tenyere a volánra izzadt . # #
-Tenyere a volánra
Tenyere tenyér FN.PSe3.nom
Tenyere tenyér FN.PSe3.nom
Tenyere tenyér FN.PSe3.nom


607: Addig azonban még sok víz le fog folyni a Dunán , Garamon , Ipolyon és Bodrogon . # #
-sok víz le
sok sok SZN.none
sok sok SZN.none
sok sok SZN.none
-víz le fog
víz víz FN.nom
víz víz FN.nom
víz víz FN.nom


608: Az , Éji nocturne-ök " teremtésének idején az emberi lélek munkálkodása került , előtérbe " ! # #
-Az , Éji
Az az FN_NM.postag_error
Az az FN_NM.postag_error
Az az FN_NM.nom
-Éji nocturne-ök "
Éji éji MN.none
Éji éji MN.defnone
Éji éji MN.defnone
-emberi lélek munkálkodása
emberi emberi MN.none
emberi emberi MN.defnone
emberi emberi MN.defnone
-lélek munkálkodása került
lélek lélek FN.gen
lélek lélek FN.gen
lélek lélek FN.gen
-munkálkodása került ,
munkálkodása munkálkodás FN.PSe3.nom
munkálkodása munkálkodás FN.PSe3.nom
munkálkodása munkálkodás FN.PSe3.nom


609: Néha a bábu kezeinek végére is kötöttek kolompot . # #
-bábu kezeinek végére
bábu bábu FN.gen
bábu bábu FN.gen
bábu bábu FN.gen


610: Szél fúj , makacs szél , # #
-Szél fúj ,
Szél szél|Szél FN.nom|FN.nom
Szél szél|Szél FN.nom|FN.nom
Szél szél|Szél FN.nom|FN.nom
-makacs szél ,
makacs makacs MN.none
makacs makacs MN.defnone
makacs makacs MN.defnone
-szél , #
szél szél FN.nom
szél szél FN.suff
szél szél FN.nom


611: Örülj a macskatalpú selymes ködnek . # #
-macskatalpú selymes ködnek
macskatalpú macskatalpú MN.none
macskatalpú macskatalpú MN.defnone
macskatalpú macskatalpú MN.defnone
-selymes ködnek .
selymes selymes MN.none
selymes selymes MN.none
selymes selymes MN.none


612: A Sinistra vize fölött barkapor úszott , rigófütty és a farkasboroszlán bódító illata . # #
-Sinistra vize fölött
Sinistra Sinistra TULN.gen
Sinistra Sinistra TULN.gen
Sinistra Sinistra TULN.gen
-vize fölött barkapor
vize víz FN.PSe3.none
vize víz FN.PSe3.none
vize víz FN.PSe3.none
-barkapor úszott ,
barkapor barkapor FN.nom
barkapor barkapor FN.nom
barkapor barkapor FN.nom
-rigófütty és a
rigófütty rigófütty FN.suff
rigófütty rigófütty FN.suff
rigófütty rigófütty FN.suff
-farkasboroszlán bódító illata
